"Course ID","Course Title","Credits","Core Code","Subject"
"01:460:222","PLANET MARS","3","CCO,NS","Geological Sciences"
"01:460:224","GEOL MOON & PLANETS","3","CCO,NS","Geological Sciences"
"01:506:151","HISTORY & THE NEWS","3","CCO,HST","History - General/Comparative"
"01:506:218","TERRORISM","3","CCO,HST","History - General/Comparative"
"01:506:226","INTERNATIONAL HEALTH","3","CCO,HST","History - General/Comparative"
"01:506:227","HEALTH, CULTURE AND SOCIETY","3","CCD,CCO","History - General/Comparative"
"01:506:233","HISTORY OF THE FUTURE","3","CCO,HST","History - General/Comparative"
"01:506:249","CLIMATE POLITICS: A DEEP HISTORY","3","CCO,HST","History - General/Comparative"
"01:506:250","SCIENCE, COLLECTING, AND POWER","3","CCO,HST","History - General/Comparative"
"01:506:255","SCIENCE, NATURE, AND EMPIRE","3","CCO,HST","History - General/Comparative"
"01:506:260","WARS, WAYFARERS AND THE WALL: A HISTORY OF THE U.S. - MEXICAN BORDER","3","CCO,HST","History - General/Comparative"
"01:508:110","POLITICAL ISLAM: PRESENT AND PAST","3","CCO,HST","History - Africa, Asia, Latin America"
"01:510:268","FASCISM","3","CCO,HST","History"
"01:510:277","RUSSIA: BETWEEN EMPIRE AND NATION","3","AHp,CCO","History"
"01:512:237","DATA & AMERICAN SOCIETY: FROM ALMANACS TO ALGORITHMS","3","CCO,HST","History - American"
"01:563:100","INTRODUCTION TO THE MODERN MIDDLE EAST","3","AHo,CCO,HST,SCL","Jewish Studies"
"01:565:215","A-BOMB LITERATURE & FILM IN JAPAN","3","AHp,CCO","Japanese"
"01:595:100","INTRODUCTION TO CARIBBEAN STUDIES","3","CCO","Latino and Hispanic Caribbean Studies"
"01:595:224","IMMIGRATION AND SOCIETY","3","CCO,SCL","Latino and Hispanic Caribbean Studies"
"01:595:333","CARIBBEAN RELIGION","3","CCO,SCL,WCr","Latino and Hispanic Caribbean Studies"
"01:685:100","INTRODUCTION TO THE MODERN MIDDLE EAST","3","AHo,CCO,HST,SCL","Middle Eastern and Islamic Studies"
"01:685:110","POLITICAL ISLAM: PRESENT AND PAST","3","CCO,HST","Middle Eastern and Islamic Studies"
"01:730:253","HUMAN NATURE AND HUMAN DIVERSITY","4","AHo,CCD,CCO","Philosophy"
"01:750:140","GREENHOUSE EFFECT","3","CCO,NS","Physics"
"01:790:120","INEQUALITY","4","CCO,SCL","Political Science"
"01:790:313","POLITICAL ECONOMY OF EAST ASIA","3","CCO","Political Science"
"01:790:318","COMPARATIVE PUBLIC POLICY","3","CCO","Political Science"
"01:790:320","POLITICS AND SOCIAL POLICY: LESSONS FROMEUROPE","3","CCO","Political Science"
"01:790:353","ENDING CIVIL WAR AND BUILDING PEACE","3","CCO","Political Science"
"01:830:123","SOUL BELIEFS: CAUSES AND CONSEQUENCES","3","CCO,HST","Psychology"
"01:840:101","GODS, MYTHS, AND RELIGIONS IN A SECULAR AGE","3","AHo,CCO","Religion"
"01:840:125","POLITICAL ISLAM: PAST AND PRESENT","3","CCO,HST","Religion"
"01:840:333","CARIBBEAN RELIGION","3","CCO,SCL,WCr","Religion"
"01:860:272","RUSSIA: BETWEEN EMPIRE AND NATION","3","AHp,CCO","Russian"
"01:888:290","INTRO CRIT SEX STDYS","3","CCD,CCO","Sexualities Studies"
"01:920:225","IMMIGRATION AND SOCIETY","3","CCO,SCL","Sociology"
"01:920:226","HEALTH, CULTURE AND SOCIETY","3","CCD,CCO","Sociology"
"01:940:363","BILINGUALISM IN THE SPANISH-SPEAKING WORLD","3","CCO","Spanish"
"01:960:142","DATA 101","4","CCO,QQ,QR","Statistics"
"01:988:101","INTRODUCTION TO GENDER, RACE, AND SEXUALITY","3","CCD,CCO","Women's, Gender, and Sexuality Studies"
"01:988:130","KNOWLEDGE & POWER: ISSUES IN WOMEN'S LEADERSHIP","3","CCD,CCO","Women's, Gender, and Sexuality Studies"
"01:988:235","DYNAMICS OF CLASS, RACE, AND SEX","3","CCD,CCO","Women's, Gender, and Sexuality Studies"
"01:988:241","FEMINISM IN A TIME OF ENVIRONMENTAL CRISIS","3","AHo,CCO","Women's, Gender, and Sexuality Studies"
"01:988:270","WAR:CRITICAL PERSPEC","3","CCO,SCL","Women's, Gender, and Sexuality Studies"
"01:988:317","GENDER AND CONSUMPTION","3","CCD,CCO","Women's, Gender, and Sexuality Studies"
